,date,state,positive,negative,death,hospitalized
1488,20210209,NE,194170,743532,1978,5917
1489,20210209,NH,68918,561401,1109,1063
1490,20210209,NJ,728304,9183953,22103,61797
1495,20210209,OK,406064,2903052,3870,22789
1499,20210209,RI,119434,641128,2248,8587
1500,20210209,SC,470311,4044411,7693,18814
1501,20210209,SD,109405,298972,1809,6387
1504,20210209,UT,356040,1467542,1748,13950
1509,20210209,WI,602256,2541584,6663,25021
1511,20210209,WY,52830,173985,647,1306
1513,20210208,AL,473348,1820080,8523,43383
1514,20210208,AR,307373,2290742,5106,14099
1516,20210208,AZ,782887,2820314,14055,54713
1518,20210208,CO,406276,2073084,5733,22329
1522,20210208,FL,1751343,8674916,28287,75648
1527,20210208,ID,165209,478767,1767,6793
1529,20210208,IN,640744,2370441,11875,41109
1530,20210208,KS,282960,920799,4197,8749
1533,20210208,MA,545303,4172254,15054,18402
1534,20210208,MD,364553,2890239,7372,33187
1537,20210208,MN,468682,2873714,6302,24780
1539,20210208,MP,133,17429,2,4
1540,20210208,MS,282313,1327630,6270,8777
1543,20210208,ND,98184,299198,1454,3811
1544,20210208,NE,193826,742775,1968,5901
1545,20210208,NH,68499,560059,1106,1058
1546,20210208,NJ,724728,8998911,22011,61597
1551,20210208,OK,404994,2889535,3817,22774
1555,20210208,RI,119104,675090,2236,8549
1556,20210208,SC,468403,4026401,7690,18788
1557,20210208,SD,109283,298513,1809,6377
1560,20210208,UT,355122,1465488,1738,13889
1565,20210208,WI,601391,2538097,6614,24919
1567,20210208,WY,52784,173751,624,1306
1569,20210207,AL,472423,1816273,8515,43005
1570,20210207,AR,306736,2285451,5076,14066
1572,20210207,AZ,780637,2818265,14048,54657
1574,20210207,CO,405289,2068091,5731,22306
1578,20210207,FL,1745744,8652992,28161,75515
1583,20210207,ID,165209,478767,1767,6793
1585,20210207,IN,639711,2366719,11817,41034
1586,20210207,KS,281562,915491,4101,8680
1589,20210207,MA,543934,4166477,14999,18402
1590,20210207,MD,363650,2885052,7349,33065
1593,20210207,MN,468118,2867356,6299,24745
1595,20210207,MP,133,17429,2,4
1596,20210207,MS,281678,1327630,6269,8777
1599,20210207,ND,98155,299101,1451,3805
1600,20210207,NE,193722,742409,1968,5896
1601,20210207,NH,68379,560057,1104,1056
1602,20210207,NJ,722167,8998911,21989,61523
1607,20210207,OK,403954,2889535,3813,22751
1611,20210207,RI,118893,671653,2228,8468
1612,20210207,SC,466373,3996689,7651,18756
1613,20210207,SD,109229,298234,1809,6370
1616,20210207,UT,354608,1462545,1736,13862
1621,20210207,WI,600782,2534922,6613,24885
1623,20210207,WY,52627,172913,624,1302
1625,20210206,AL,471311,1811811,8513,43005
1626,20210206,AR,306064,2277271,5061,14049
1628,20210206,AZ,779093,2801489,14011,54507
1630,20210206,CO,404255,2062397,5721,22277
1634,20210206,FL,1739276,8625391,28058,75363
1639,20210206,ID,164969,477816,1758,6785
1641,20210206,IN,637987,2361086,11752,40971
1642,20210206,KS,281562,915491,4101,8680
1645,20210206,MA,540827,4154113,14921,18402
1646,20210206,MD,362084,2876878,7329,32863
1649,20210206,MN,467217,2859680,6289,24686
1651,20210206,MP,133,17429,2,4
1652,20210206,MS,280778,1327630,6266,8777
1655,20210206,ND,98106,299044,1451,3801
1656,20210206,NE,193421,741352,1968,5887
1657,20210206,NH,68061,559261,1098,1054
1658,20210206,NJ,717835,8998911,21964,61452
1663,20210206,OK,401780,2889535,3761,22593
1667,20210206,RI,118521,660648,2223,8468
1668,20210206,SC,462981,3963281,7611,18677
1669,20210206,SD,109132,297822,1804,6359
1672,20210206,UT,353700,1458925,1733,13828
1677,20210206,WI,600016,2531066,6611,24824
1679,20210206,WY,52618,172913,624,1303
1681,20210205,AL,469319,1781911,8449,43005
1682,20210205,AR,304723,2265981,5050,13902
1684,20210205,AZ,775622,2793926,13948,54309
1686,20210205,CO,402714,2055340,5704,22258
1690,20210205,FL,1731931,8596715,27913,75062
1695,20210205,ID,164565,476697,1747,6771
1697,20210205,IN,635171,2353898,11686,40891
1698,20210205,KS,281562,915491,4101,8680
1701,20210205,MA,537208,4142263,14859,18402
1702,20210205,MD,360584,2870127,7287,32687
1705,20210205,MN,466224,2851397,6273,24617
1707,20210205,MP,133,17429,2,4
1708,20210205,MS,279742,1327630,6222,8777
1711,20210205,ND,98095,298603,1451,3797
1712,20210205,NE,193069,739990,1958,5873
1713,20210205,NH,67595,557016,1091,1050
1714,20210205,NJ,713324,8948915,21886,61333
1719,20210205,OK,399727,2866417,3710,22453
1723,20210205,RI,117891,634847,2212,8468
1724,20210205,SC,459974,3931318,7553,18561
1725,20210205,SD,108944,297174,1798,6346
1728,20210205,UT,352489,1454651,1728,13755
1733,20210205,WI,598902,2527562,6575,24734
1735,20210205,WY,52576,172913,624,1302
1737,20210204,AL,467823,1781911,8365,42811
1738,20210204,AR,302899,2255554,5009,13902
1740,20210204,AZ,771796,2781628,13752,54091
1742,20210204,CO,400851,2046519,5677,22176
1746,20210204,FL,1720760,8551797,27698,74721
1751,20210204,ID,164163,475265,1748,6749
1753,20210204,IN,633690,2349336,11637,40774
1754,20210204,KS,278915,907934,3895,8578
1757,20210204,MA,533921,4129655,14784,18402
1758,20210204,MD,359037,2862490,7251,32531
1761,20210204,MN,465176,2844268,6251,24565
1763,20210204,MP,133,17429,2,4
1764,20210204,MS,278532,1327630,6182,8777
1767,20210204,ND,98034,298075,1447,3797
1768,20210204,NE,192549,738071,1952,5862
1769,20210204,NH,67117,555604,1085,1048
1770,20210204,NJ,709096,8918709,21793,61172
1775,20210204,OK,397065,2854439,3681,22317
1779,20210204,RI,117291,632950,2209,8412
1780,20210204,SC,453878,3872020,7487,18462
1781,20210204,SD,108813,296591,1788,6334
1784,20210204,UT,351273,1450594,1711,13697
1789,20210204,WI,597475,2523102,6545,24634
1791,20210204,WY,52468,172426,624,1300
1793,20210203,AL,465056,1774101,8203,42727
1794,20210203,AR,300430,2241378,4985,13813
1796,20210203,AZ,767379,2770865,13576,53432
1798,20210203,CO,399267,2038478,5664,22117
1802,20210203,FL,1712326,8533983,27472,74383
1807,20210203,ID,163656,473877,1741,6732
1809,20210203,IN,631331,2342287,10091,40667
1810,20210203,KS,278915,907934,3895,8578
1813,20210203,MA,531117,4120902,14708,18402
1814,20210203,MD,357483,2853838,7220,32406
1817,20210203,MN,463766,2832737,6234,24493
1819,20210203,MP,133,17429,2,4
1820,20210203,MS,277322,1327630,6158,8777
1823,20210203,ND,97936,297359,1447,3794
1824,20210203,NE,192042,736508,1931,5844
1825,20210203,NH,66721,554855,1076,1042
1826,20210203,NJ,705807,8898177,21693,60984
1831,20210203,OK,394283,2838989,3654,22167
1835,20210203,RI,116704,631100,2198,8369
1836,20210203,SC,450794,3849892,7394,18324
1837,20210203,SD,108639,295728,1782,6321
1840,20210203,UT,350000,1446197,1697,13648
1845,20210203,WI,595756,2517446,6496,24554
1847,20210203,WY,52288,172168,624,1293
1849,20210202,AL,462938,1769438,7894,42328
1850,20210202,AR,298004,2208897,4939,13730
1852,20210202,AZ,765083,2760412,13362,53149
1854,20210202,CO,397998,2031907,5650,21996
1858,20210202,FL,1705632,8512227,27269,73961
1863,20210202,ID,163165,472379,1735,6702
1865,20210202,IN,629903,2338688,10054,40570
1866,20210202,KS,276668,900949,3809,8489
1869,20210202,MA,528662,4111673,14652,18008
1870,20210202,MD,356541,2851690,7188,32291
1873,20210202,MN,463132,2828288,6210,24447
1875,20210202,MP,133,17429,2,4
1876,20210202,MS,276531,1327630,6132,8777
1879,20210202,ND,97798,296832,1447,3789
1880,20210202,NE,191437,734279,1929,5832
1881,20210202,NH,66384,552619,1066,1036
1882,20210202,NJ,703496,8867312,21584,60822
1887,20210202,OK,392164,2822470,3602,21996
1891,20210202,RI,116191,629454,2186,8331
1892,20210202,SC,447904,3836433,7318,18146
1893,20210202,SD,108431,294976,1779,6304
1896,20210202,UT,348409,1441430,1685,13576
1901,20210202,WI,594217,2512757,6480,24460
1903,20210202,WY,52128,171825,624,1289
1905,20210201,AL,460860,1781197,7688,41859
1906,20210201,AR,296494,2201961,4895,13651
1908,20210201,AZ,762145,2753536,13124,52986
1910,20210201,CO,397063,2028478,5641,21844
1914,20210201,FL,1695300,8480485,27129,73551
1919,20210201,ID,162683,470637,1725,6674
1921,20210201,IN,628391,2335190,9989,40437
1922,20210201,KS,276668,900949,3809,8489
1925,20210201,MA,526423,4103409,14607,18008
1926,20210201,MD,355636,2848563,7154,32181
1929,20210201,MN,462528,2828505,6202,24352
1931,20210201,MP,132,17429,2,4
1932,20210201,MS,275706,1327630,6056,8777
1935,20210201,ND,97683,296487,1447,3782
1936,20210201,NE,190950,733348,1920,5815
1937,20210201,NH,66058,552619,1059,1036
1938,20210201,NJ,700346,8867312,21513,60621
1943,20210201,OK,390868,2795341,3564,21957
1947,20210201,RI,115956,628794,2173,8296
1948,20210201,SC,445916,3812877,7283,18113
1949,20210201,SD,108315,294568,1778,6294
1952,20210201,UT,347208,1438206,1668,13515
1957,20210201,WI,592921,2510670,6436,24337
1959,20210201,WY,52057,173379,596,1289
1961,20210131,AL,459639,1778386,7688,41859
1962,20210131,AR,295268,2195870,4868,13610
1964,20210131,AZ,758404,2747043,13120,52764
1966,20210131,CO,396179,2011742,5637,21833
1970,20210131,FL,1689700,8461464,26915,73384
1975,20210131,ID,162683,470637,1725,6674
1977,20210131,IN,626682,2331185,9974,40348
1978,20210131,KS,274685,894038,3779,8417
1981,20210131,MA,524025,4092188,14577,18008
1982,20210131,MD,354473,2841114,7127,32055
1985,20210131,MN,461807,2822522,6200,24308
1987,20210131,MP,132,17429,2,4
1988,20210131,MS,275001,1294488,6045,8647
1991,20210131,ND,97630,296456,1442,3780
1992,20210131,NE,190713,732719,1920,5804
1993,20210131,NH,65695,551827,1057,1037
1994,20210131,NJ,696829,8711145,21484,60544
1999,20210131,OK,389472,2795341,3547,21921
2003,20210131,RI,115707,627819,2168,8179
2004,20210131,SC,443386,3784139,7042,18090
2005,20210131,SD,108250,294363,1778,6290
2008,20210131,UT,346624,1435468,1665,13468
2013,20210131,WI,592140,2507600,6434,24298
2015,20210131,WY,51912,172457,596,1284
2017,20210130,AL,455582,1767953,7566,41859
2018,20210130,AR,294387,2185289,4838,13599
2020,20210130,AZ,753379,2734463,13098,52006
2022,20210130,CO,395016,2011742,5616,21812
2026,20210130,FL,1682096,8422340,26795,73220
2031,20210130,ID,162355,469429,1725,6659
2033,20210130,IN,624959,2324486,9967,40266
2034,20210130,KS,274685,894038,3779,8417
2037,20210130,MA,521360,4080300,14531,18008
2038,20210130,MD,352726,2831813,7107,31888
2041,20210130,MN,460819,2812091,6187,24269
2043,20210130,MP,132,17429,2,4
2044,20210130,MS,274190,1294488,6018,8647
2047,20210130,ND,97562,296230,1442,3778
2048,20210130,NE,190570,732381,1920,5796
2049,20210130,NH,65362,550749,1042,1033
2050,20210130,NJ,692543,8711145,21455,60471
2055,20210130,OK,386590,2795341,3504,21768
2059,20210130,RI,115138,625524,2164,8179
2060,20210130,SC,439785,3748476,7014,17988
2061,20210130,SD,108070,293547,1775,6286
2064,20210130,UT,345430,1431515,1663,13427
2069,20210130,WI,590997,2503387,6430,24243
2071,20210130,WY,51704,172457,596,1279
2073,20210129,AL,455582,1767953,7566,41483
2074,20210129,AR,292563,2174144,4831,13552
2076,20210129,AZ,748260,2722293,13022,51571
2078,20210129,CO,393421,2011742,5594,21744
2082,20210129,FL,1667442,8359229,26685,72944
2087,20210129,ID,161720,467954,1721,6629
2089,20210129,IN,622625,2317608,9925,40150
2090,20210129,KS,274685,894038,3779,8417
2093,20210129,MA,517252,4063855,14444,18008
2094,20210129,MD,350629,2821179,7076,31759
2097,20210129,MN,459747,2803986,6168,24200
2099,20210129,MP,132,17429,2,4
2100,20210129,MS,272662,1294488,5983,8647
2103,20210129,ND,97458,295867,1442,3775
2104,20210129,NE,189597,729311,1921,5775
2105,20210129,NH,64838,548683,1036,1029
2106,20210129,NJ,687269,8711145,21383,60326
2111,20210129,OK,384217,2772970,3471,21620
2115,20210129,RI,114438,623452,2154,8179
2116,20210129,SC,435633,3712145,6942,17888
2117,20210129,SD,107955,292869,1768,6272
2120,20210129,UT,343962,1426873,1655,13353
2125,20210129,WI,589384,2498517,6390,24154
2127,20210129,WY,51690,172457,596,1279
2129,20210128,AL,452734,1759171,7340,41483
2130,20210128,AR,290856,2161833,4784,13505
2132,20210128,AZ,743232,2712847,12819,51349
2134,20210128,CO,391699,2003272,5569,21713
2138,20210128,FL,1656697,8348124,26456,72603
2143,20210128,ID,161212,466155,1714,6604
2145,20210128,IN,619995,2310358,9879,40018
2146,20210128,KS,272517,887259,3718,8268
2149,20210128,MA,514134,4052150,14348,18008
2150,20210128,MD,348749,2810526,7037,31614
2153,20210128,MN,458633,2794018,6140,24126
2155,20210128,MP,132,17429,2,4
2156,20210128,MS,270476,1294488,5945,8647
2159,20210128,ND,97305,295310,1442,3766
2160,20210128,NE,188784,727526,1917,5756
2161,20210128,NH,64258,546487,1022,1021
2162,20210128,NJ,681283,8659748,21301,60125
2167,20210128,OK,381430,2750480,3423,21478
2171,20210128,RI,113754,620559,2144,8131
2172,20210128,SC,431169,3668025,6903,17739
2173,20210128,SD,107795,292275,1763,6264
2176,20210128,UT,342445,1421987,1620,13279
2181,20210128,WI,587580,2493144,6334,24063
2183,20210128,WY,51430,172077,596,1272
2185,20210127,AL,449086,1751068,7172,41483
2186,20210127,AR,288964,2149071,4742,13447
2188,20210127,AZ,738561,2702143,12643,51037
2190,20210127,CO,390258,1997031,5552,21610
2194,20210127,FL,1645507,8311858,26249,72215
2199,20210127,ID,160592,464279,1688,6560
2201,20210127,IN,617176,2302951,9845,39894
2202,20210127,KS,272517,887259,3718,8268
2205,20210127,MA,509503,4036752,14304,18008
2206,20210127,MD,346559,2801971,6996,31468
2209,20210127,MN,457317,2782547,6124,24073
2211,20210127,MP,132,17429,2,4
2212,20210127,MS,268672,1294488,5917,8647
2215,20210127,ND,97160,294841,1441,3757
2216,20210127,NE,188122,726309,1905,5729
2217,20210127,NH,63563,543770,1006,1014
2218,20210127,NJ,676537,8618471,21220,59879
2223,20210127,OK,379110,2736087,3388,21314
2227,20210127,RI,113009,617620,2135,8098
2228,20210127,SC,427231,3644866,6673,17580
2229,20210127,SD,107608,291602,1739,6242
2232,20210127,UT,340684,1416799,1620,13217
2237,20210127,WI,585600,2486960,6302,23976
2239,20210127,WY,51368,171688,596,1270
2241,20210126,AL,445909,1745052,6896,41315
2242,20210126,AR,287187,2138953,4690,13401
2244,20210126,AZ,732643,2691291,12448,50657
2246,20210126,CO,388620,1991411,5517,21562
2250,20210126,FL,1637296,8292405,26080,71852
2255,20210126,ID,160033,462128,1681,6525
2257,20210126,IN,614946,2297237,9807,39753
2258,20210126,KS,269255,878382,3622,8117
2261,20210126,MA,506183,4024375,14220,17556
2262,20210126,MD,344620,2793416,6963,31330
2265,20210126,MN,456490,2777527,6106,24014
2267,20210126,MP,132,17429,2,4
2268,20210126,MS,266598,1294488,5852,8647
2271,20210126,ND,97006,294285,1440,3752
2272,20210126,NE,187793,724158,1894,5702
2273,20210126,NH,63172,542048,994,1012
2274,20210126,NJ,671727,8580094,21105,59661
2279,20210126,OK,376424,2716708,3323,21093
2283,20210126,RI,112396,614667,2126,8063
2284,20210126,SC,423667,3624959,6578,17390
2285,20210126,SD,107380,290810,1705,6216
2288,20210126,UT,338675,1412196,1613,13137
2293,20210126,WI,584041,2481735,6264,23883
2295,20210126,WY,51152,169518,596,1265
2297,20210125,AL,443009,1740023,6662,41069
2298,20210125,AR,284702,2128124,4650,13312
2300,20210125,AZ,727895,2682877,12239,50483
2302,20210125,CO,387462,1982404,5512,21263
2306,20210125,FL,1627830,8268415,25849,71387
2311,20210125,ID,159506,460862,1669,6496
2313,20210125,IN,613228,2293804,9728,39609
2314,20210125,KS,269255,878382,3622,8117
2317,20210125,MA,503688,4015048,14178,17556
2318,20210125,MD,343138,2787084,6900,31188
2321,20210125,MN,455783,2777761,6098,23932
2323,20210125,MP,132,17429,2,4
2324,20210125,MS,265146,1294488,5777,8647
2327,20210125,ND,96874,293889,1436,3745
2328,20210125,NE,187147,720000,1879,5682
2329,20210125,NH,62768,541256,990,1007
2330,20210125,NJ,666951,8395679,20972,59438
2335,20210125,OK,374853,2690714,3293,21053
2339,20210125,RI,111754,612613,2110,8006
2340,20210125,SC,421417,3599689,6552,17335
2341,20210125,SD,107180,290341,1705,6201
2344,20210125,UT,337264,1408984,1597,13054
2349,20210125,WI,582477,2477588,6199,23748
2351,20210125,WY,51062,167371,571,1264
2353,20210124,AL,441170,1737094,6660,40514
2354,20210124,AR,284066,2119560,4606,13267
2356,20210124,AZ,722574,2671771,12238,50264
2358,20210124,CO,386285,1982404,5505,21237
2362,20210124,FL,1619288,8243060,25693,71219
2367,20210124,ID,159325,459674,1668,6481
2369,20210124,IN,611039,2289012,9716,39505
2370,20210124,KS,266653,870758,3598,8041
2373,20210124,MA,500037,4002160,14133,17556
2374,20210124,MD,341452,2779405,6865,31034
2377,20210124,MN,454989,2770487,6095,23884
2379,20210124,MP,129,17429,2,4
2380,20210124,MS,264219,1256115,5772,8546
2383,20210124,ND,96817,293808,1428,3741
2384,20210124,NE,186854,718934,1879,5678
2385,20210124,NH,62337,539229,987,1000
2386,20210124,NJ,662808,8395679,20951,59369
2391,20210124,OK,373090,2690714,3279,21020
2395,20210124,RI,111453,611449,2101,7844
2396,20210124,SC,418325,3566787,6547,17289
2397,20210124,SD,107148,290091,1705,6193
2400,20210124,UT,336405,1406188,1595,13016
2405,20210124,WI,581377,2474335,6190,23692
2407,20210124,WY,50898,167371,571,1259
2409,20210123,AL,439442,1730471,6657,40514
2410,20210123,AR,282995,2111634,4563,13250
2412,20210123,AZ,715357,2657166,12170,49963
2414,20210123,CO,384966,1976577,5482,21219
2418,20210123,FL,1609953,8215386,25561,71037
2423,20210123,ID,158798,458315,1667,6464
2425,20210123,IN,608519,2282437,9693,39396
2426,20210123,KS,266653,870758,3598,8041
2429,20210123,MA,496093,3988109,14064,17556
2430,20210123,MD,339307,2771726,6837,30866
2433,20210123,MN,453808,2758759,6063,23865
2435,20210123,MP,129,17429,2,4
2436,20210123,MS,263023,1256115,5752,8546
2439,20210123,ND,96720,293468,1428,3739
2440,20210123,NE,186255,711753,1878,5670
2441,20210123,NH,61576,537726,981,992
2442,20210123,NJ,657536,8395679,20934,59264
2447,20210123,OK,370149,2690714,3231,20849
2451,20210123,RI,110711,608341,2097,7844
2452,20210123,SC,413789,3530329,6479,17164
2453,20210123,SD,106963,289457,1696,6177
2456,20210123,UT,334889,1401634,1582,12948
2461,20210123,WI,580003,2469123,6184,23625
2463,20210123,WY,50583,167371,571,1251
2465,20210122,AL,436087,1720674,6486,40514
2466,20210122,AR,281382,2101691,4549,13130
2468,20210122,AZ,708041,2643185,12001,49602
2470,20210122,CO,383008,1969395,5462,21146
2474,20210122,FL,1597849,8166392,25405,70767
2479,20210122,ID,158200,456296,1654,6440
2481,20210122,IN,605426,2274470,9642,39242
2482,20210122,KS,266653,870758,3598,8041
2485,20210122,MA,491452,3973073,13987,17556
2486,20210122,MD,336915,2760718,6792,30697
2489,20210122,MN,452268,2747425,6032,23767
2491,20210122,MP,129,17429,2,4
2492,20210122,MS,261167,1256115,5713,8546
2495,20210122,ND,96567,293130,1428,3736
2496,20210122,NE,185346,710145,1868,5647
2497,20210122,NH,60951,534764,971,989
2498,20210122,NJ,650389,8356555,20875,55355
2503,20210122,OK,365992,2674361,3187,20692
2507,20210122,RI,109735,605703,2083,7844
2508,20210122,SC,409188,3491343,6404,17027
2509,20210122,SD,106716,288761,1684,6159
2512,20210122,UT,333118,1399108,1571,12884
2517,20210122,WI,577991,2463344,6135,23536
2519,20210122,WY,50583,167371,571,1251
2521,20210121,AL,432536,1715242,6379,40277
2522,20210121,AR,279220,2091292,4496,13055
2524,20210121,AZ,699942,2628346,11772,48604
2526,20210121,CO,381210,1962432,5440,21041
2530,20210121,FL,1584442,8144203,25128,70306
